instance,family,params,sum_a,sum_a_capped,or_states,exact_ms,exact_size,exact_vmass,playouts,mcgs_ms,mcgs_size,mcgs_vmass,certified
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,1,0.025,7,6,false
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,2,0.048,5,2,false
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,4,0.054,5,2,false
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,8,0.064,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,16,0.081,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,32,0.069,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,64,0.087,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,128,0.078,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,256,0.065,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,512,0.110,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,1024,0.062,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,2048,0.080,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,4096,0.074,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,8192,0.071,5,2,true
dec-000,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.032,5,2,16384,0.110,5,2,true
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,1,0.083,18,12,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,2,0.100,18,12,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,4,0.114,18,12,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,8,0.142,18,12,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,16,0.215,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,32,0.359,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,64,0.563,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,128,0.988,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,256,1.452,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,512,2.523,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,1024,3.919,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,2048,7.822,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,4096,15.784,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,8192,33.199,17,8,false
mixed-000-0,mixed,seed=0x6831f9b62d8166c8;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,13989,false,3154,0.147,17,8,16384,63.349,17,8,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,1,0.009,7,6,false
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,2,0.013,7,6,false
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,4,0.019,5,2,false
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,8,0.032,5,2,false
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,16,0.036,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,32,0.033,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,64,0.032,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,128,0.033,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,256,0.030,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,512,0.031,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,1024,0.030,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,2048,0.031,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,4096,0.039,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,8192,0.036,5,2,true
dec-001,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.019,5,2,16384,0.031,5,2,true
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,1,0.154,39,10,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,2,0.180,39,10,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,4,0.210,39,10,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,8,0.317,39,10,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,16,0.558,39,10,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,32,1.036,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,64,2.022,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,128,3.766,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,256,7.320,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,512,14.025,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,1024,27.406,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,2048,55.130,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,4096,111.338,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,8192,225.351,38,6,false
mixed-000-1,mixed,seed=0xda19217c7f37389d;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,26302,false,5761,0.139,38,6,16384,494.450,38,6,false
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,1,0.012,7,6,false
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,2,0.014,7,6,false
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,4,0.017,7,6,false
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,8,0.034,5,2,false
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,16,0.052,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,32,0.050,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,64,0.049,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,128,0.047,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,256,0.046,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,512,0.046,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,1024,0.046,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,2048,0.047,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,4096,0.046,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,8192,0.046,5,2,true
dec-002,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.028,5,2,16384,0.048,5,2,true
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,1,0.115,36,14,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,2,0.160,36,14,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,4,0.220,36,14,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,8,0.304,36,14,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,16,0.429,36,14,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,32,0.738,36,14,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,64,1.338,36,14,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,128,2.013,35,10,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,256,4.491,35,10,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,512,5.997,35,10,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,1024,9.629,35,10,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,2048,16.651,35,10,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,4096,31.041,35,10,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,8192,61.059,35,10,false
mixed-000-2,mixed,seed=0x4c32cce1c3051888;cycles=6;planted=1;d_b=4;m=2;gap=1;k=2,47124,false,9184,0.166,35,10,16384,150.864,35,10,false
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,1,0.010,7,6,false
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,2,0.015,5,2,false
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,4,0.018,5,2,false
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,8,0.025,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,16,0.023,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,32,0.022,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,64,0.021,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,128,0.021,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,256,0.021,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,512,0.021,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,1024,0.020,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,2048,0.021,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,4096,0.021,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,8192,0.020,5,2,true
dec-003,dec,d_b=3;m=2;gap=2;k=1;q=0;s=3,6,false,7,0.021,5,2,16384,0.021,5,2,true
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,1,0.164,41,28,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,2,0.210,41,28,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,4,0.242,41,28,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,8,0.370,41,28,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,16,0.638,41,28,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,32,1.169,41,28,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,64,2.218,38,10,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,128,4.255,38,10,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,256,8.190,38,10,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,512,15.844,38,10,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,1024,30.965,38,10,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,2048,61.525,38,10,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,4096,122.323,38,10,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,8192,246.219,38,10,false
mixed-001-0,mixed,seed=0x33332f51a27d79fa;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,34981,false,7310,0.195,38,10,16384,499.997,38,10,false
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,1,0.014,7,6,false
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,2,0.014,7,6,false
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,4,0.023,5,2,false
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,8,0.034,5,2,false
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,16,0.036,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,32,0.037,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,64,0.034,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,128,0.032,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,256,0.033,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,512,0.031,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,1024,0.031,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,2048,0.031,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,4096,0.031,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,8192,0.030,5,2,true
dec-004,dec,d_b=3;m=2;gap=2;k=2;q=0;s=3,9,false,10,0.029,5,2,16384,0.031,5,2,true
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,1,0.032,31,24,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,2,0.033,31,24,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,4,0.055,31,24,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,8,0.064,31,24,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,16,0.119,31,24,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,32,0.208,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,64,0.375,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,128,0.569,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,256,0.919,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,512,1.702,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,1024,3.389,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,2048,7.004,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,4096,14.532,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,8192,30.780,28,6,false
mixed-001-1,mixed,seed=0x133ddb65df1f958e;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,14001,false,3161,0.092,28,6,16384,59.542,28,6,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,1,0.012,7,6,false
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,2,0.012,7,6,false
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,4,0.020,7,6,false
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,8,0.032,5,2,false
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,16,0.052,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,32,0.049,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,64,0.048,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,128,0.070,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,256,0.052,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,512,0.046,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,1024,0.046,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,2048,0.045,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,4096,0.045,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,8192,0.045,5,2,true
dec-005,dec,d_b=3;m=2;gap=2;k=4;q=0;s=3,15,false,16,0.031,5,2,16384,0.045,5,2,true
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,1,0.083,38,26,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,2,0.081,38,26,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,4,0.101,38,26,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,8,0.132,38,26,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,16,0.231,38,26,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,32,0.437,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,64,0.804,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,128,1.465,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,256,2.691,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,512,5.205,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,1024,10.015,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,2048,20.331,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,4096,40.356,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,8192,80.130,35,8,false
mixed-001-2,mixed,seed=0x6d976279d4866e0b;cycles=6;planted=1;d_b=8;m=3;gap=2;k=2,26185,false,5691,0.137,35,8,16384,169.511,35,8,false
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,1,0.016,9,8,false
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,2,0.020,8,2,false
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,4,0.025,8,2,false
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,8,0.047,8,2,true
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,16,0.031,8,2,true
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,32,0.033,8,2,true
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,64,0.027,8,2,true
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,128,0.027,8,2,true
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,256,0.025,8,2,true
dec-006,dec,d_b=3;m=3;gap=1;k=1;q=1;s=4,6,false,8,0.040,8,2,512,0.025,8,2,true
