instance,family,params,sum_a,sum_a_capped,or_states,exact_ms,exact_size,exact_vmass,playouts,mcgs_ms,mcgs_size,mcgs_vmass,certified
mixed-009-1,mixed,seed=0x21604319e20d25db;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,14049,false,3211,0.206,62,10,2048,8.337,62,10,false
mixed-009-1,mixed,seed=0x21604319e20d25db;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,14049,false,3211,0.206,62,10,4096,16.839,62,10,false
mixed-009-1,mixed,seed=0x21604319e20d25db;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,14049,false,3211,0.206,62,10,8192,37.311,62,10,false
mixed-009-1,mixed,seed=0x21604319e20d25db;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,14049,false,3211,0.206,62,10,16384,69.924,62,10,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,1,0.021,33,32,false
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,2,0.028,33,32,false
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,4,0.044,33,32,false
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,8,0.077,26,2,false
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,16,0.118,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,32,0.114,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,64,0.109,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,128,0.108,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,256,0.105,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,512,0.106,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,1024,0.105,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,2048,0.105,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,4096,0.104,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,8192,0.106,26,2,true
dec-029,dec,d_b=3;m=9;gap=7;k=4;q=7;s=16,15,false,17,0.092,26,2,16384,0.103,26,2,true
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,1,0.034,67,60,false
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,2,0.038,67,60,false
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,4,0.040,67,60,false
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,8,0.058,67,60,false
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,16,0.098,67,60,false
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,32,0.194,64,42,false
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,64,0.402,58,6,false
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,128,0.512,58,6,true
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,256,0.489,58,6,true
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,512,0.496,58,6,true
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,1024,0.482,58,6,true
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,2048,0.480,58,6,true
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,4096,0.475,58,6,true
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,8192,0.471,58,6,true
mixed-009-2,mixed,seed=0xbd00808da95a2286;cycles=6;planted=3;d_b=8;m=3;gap=2;k=2,76,false,82,0.202,58,6,16384,0.474,58,6,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,1,0.014,39,38,false
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,2,0.022,26,2,false
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,4,0.032,26,2,false
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,8,0.047,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,16,0.046,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,32,0.045,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,64,0.044,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,128,0.043,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,256,0.043,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,512,0.042,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,1024,0.043,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,2048,0.042,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,4096,0.043,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,8192,0.042,26,2,true
dec-030,dec,d_b=3;m=9;gap=13;k=1;q=7;s=19,6,false,8,0.026,26,2,16384,0.043,26,2,true
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,1,0.107,87,64,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,2,0.116,87,64,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,4,0.117,87,64,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,8,0.177,87,64,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,16,0.234,87,64,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,32,0.402,87,64,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,64,0.711,87,64,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,128,1.238,80,46,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,256,2.566,80,46,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,512,4.819,80,46,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,1024,8.669,66,10,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,2048,16.609,66,10,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,4096,32.356,66,10,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,8192,66.499,66,10,false
mixed-010-0,mixed,seed=0xaadab7c76a34280d;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,14164,false,3349,0.365,66,10,16384,118.344,66,10,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,1,0.024,39,38,false
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,2,0.025,39,38,false
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,4,0.046,26,2,false
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,8,0.075,26,2,false
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,16,0.078,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,32,0.087,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,64,0.081,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,128,0.076,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,256,0.078,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,512,0.073,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,1024,0.074,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,2048,0.073,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,4096,0.072,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,8192,0.071,26,2,true
dec-031,dec,d_b=3;m=9;gap=13;k=2;q=7;s=19,9,false,11,0.046,26,2,16384,0.072,26,2,true
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,1,0.118,83,68,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,2,0.140,83,68,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,4,0.152,83,68,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,8,0.208,83,68,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,16,0.319,83,68,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,32,0.556,83,68,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,64,1.113,76,50,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,128,2.436,69,32,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,256,4.231,69,32,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,512,6.898,62,14,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,1024,13.857,62,14,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,2048,23.230,62,14,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,4096,48.565,62,14,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,8192,91.394,62,14,false
mixed-010-1,mixed,seed=0x4566f479df2aefe8;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,49777,false,9833,0.397,62,14,16384,184.667,62,14,false
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,1,0.023,39,38,false
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,2,0.030,39,38,false
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,4,0.048,39,38,false
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,8,0.089,26,2,false
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,16,0.144,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,32,0.137,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,64,0.131,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,128,0.128,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,256,0.125,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,512,0.140,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,1024,0.130,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,2048,0.123,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,4096,0.129,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,8192,0.132,26,2,true
dec-032,dec,d_b=3;m=9;gap=13;k=4;q=7;s=19,15,false,17,0.063,26,2,16384,0.125,26,2,true
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,1,0.060,72,64,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,2,0.074,72,64,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,4,0.069,72,64,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,8,0.086,72,64,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,16,0.127,72,64,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,32,0.207,72,64,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,64,0.341,72,64,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,128,0.548,72,64,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,256,0.973,65,46,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,512,1.794,51,10,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,1024,3.544,51,10,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,2048,7.025,51,10,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,4096,13.606,51,10,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,8192,29.254,51,10,false
mixed-010-2,mixed,seed=0x5f5939a608fe88c7;cycles=6;planted=3;d_b=12;m=2;gap=6;k=4,26339,false,5828,0.336,51,10,16384,61.578,51,10,false
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,1,0.013,9,8,false
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,2,0.016,9,8,false
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,4,0.023,7,2,false
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,8,0.035,7,2,false
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,16,0.043,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,32,0.040,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,64,0.040,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,128,0.039,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,256,0.040,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,512,0.037,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,1024,0.037,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,2048,0.037,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,4096,0.037,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,8192,0.037,7,2,true
dec-033,dec,d_b=5;m=2;gap=2;k=1;q=0;s=4,10,false,11,0.038,7,2,16384,0.037,7,2,true
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,1,0.125,220,210,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,2,0.143,220,210,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,4,0.149,220,210,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,8,0.215,220,210,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,16,0.268,220,210,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,32,0.426,220,210,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,64,0.600,220,210,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,128,1.002,217,144,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,256,1.643,217,144,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,512,2.843,217,144,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,1024,5.199,211,12,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,2048,9.373,211,12,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,4096,16.993,211,12,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,8192,33.415,211,12,false
mixed-011-0,mixed,seed=0x313c8e67d75c07e1;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,47205,false,9228,0.527,211,12,16384,83.893,211,12,false
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,1,0.012,9,8,false
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,2,0.014,9,8,false
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,4,0.019,9,8,false
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,8,0.038,7,2,false
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,16,0.060,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,32,0.060,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,64,0.056,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,128,0.056,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,256,0.054,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,512,0.055,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,1024,0.053,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,2048,0.054,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,4096,0.053,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,8192,0.054,7,2,true
dec-034,dec,d_b=5;m=2;gap=2;k=2;q=0;s=4,15,false,16,0.036,7,2,16384,0.053,7,2,true
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,1,0.064,139,136,false
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,2,0.062,139,136,false
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,4,0.096,139,136,false
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,8,0.144,139,136,false
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,16,0.238,139,136,false
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,32,0.461,136,70,false
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,64,0.898,133,4,false
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,128,0.908,133,4,true
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,256,0.901,133,4,true
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,512,0.907,133,4,true
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,1024,0.881,133,4,true
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,2048,0.883,133,4,true
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,4096,0.877,133,4,true
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,8192,0.918,133,4,true
mixed-011-1,mixed,seed=0xc6b01c2e806d8ec8;cycles=6;planted=3;d_b=16;m=5;gap=2;k=1,65,false,71,0.309,133,4,16384,0.888,133,4,true
dec-035,dec,d_b=5;m=2;gap=2;k=4;q=0;s=4,25,false,26,0.046,7,2,1,0.012,9,8,false
dec-035,dec,d_b=5;m=2;gap=2;k=4;q=0;s=4,25,false,26,0.046,7,2,2,0.013,9,8,false
dec-035,dec,d_b=5;m=2;gap=2;k=4;q=0;s=4,25,false,26,0.046,7,2,4,0.020,9,8,false
dec-035,dec,d_b=5;m=2;gap=2;k=4;q=0;s=4,25,false,26,0.046,7,2,8,0.033,9,8,false
